departamento,municipio,zona_urbana_rural,tipo_de_vivienda,tenencia_de_la_vivienda,area_total_m2,habitaciones,banos,pisos,antiguedad_de_la_vivienda,calidad_de_construccion,parqueaderos,estrato,tamano_del_hogar,numero_de_ninos,numero_de_adultos_mayores,genero_del_jefe_del_hogar,edad_del_jefe_del_hogar,nivel_educativo_del_jefe_del_hogar,situacion_laboral_del_jefe_del_hogar,distancia_al_centro_de_la_ciudad_km,indice_de_seguridad_del_barrio,acceso_a_transporte_publico,acceso_a_internet,acceso_a_agua_potable,acceso_a_gas,indice_de_pobreza,acceso_a_credito,ahorros_del_hogar,ingreso_del_hogar,valor_de_mercado_de_la_vivienda
Atlántico,Medellín,Urban,House,Owned,111.14931108619142,5,1,1,36,Medium,2,3,3,1,0,Female,60,Primary,Formal,9.743677049792375,46.971696448279154,Yes,Yes,Yes,Yes,0.12729616910064587,Yes,772029.4926008884,3967668.630660548,138.94098831639934
Cundinamarca,Bogotá,Urban,House,Rented,99.8884513065511,3,1,2,15,Low,1,2,2,2,0,Male,32,Secondary,Informal,5.9412032645976325,30.236991593363655,Yes,Yes,Yes,Yes,0.3609659866257916,Yes,1292082.17290709,3274581.5981057677,142.38479659326887
Santander,Bogotá,Urban,Farm,Family,287.20219757517606,2,2,1,59,Medium,0,4,6,3,1,Male,62,University,Informal,23.80452717086284,48.286813355796504,Yes,No,Yes,Yes,0.2110044553071739,Yes,1783596.8249728156,8292471.430603207,266.9668426547967
Bolívar,Pereira,Urban,Apartment,Rented,117.14145907230764,1,3,1,22,High,0,3,5,2,2,Male,22,University,Formal,13.125477996853402,70.59154564412255,Yes,No,Yes,Yes,0.19585935877341434,No,1516872.0584070524,7144661.427505607,150.68953539603837
Atlántico,Pereira,Urban,Farm,Family,93.26562053167821,2,2,2,10,Medium,1,3,2,3,0,Female,65,University,Unemployed,12.969179857681324,85.91072598247402,Yes,Yes,Yes,Yes,0.2706731178402298,Yes,523874.6845145732,1828476.7703603148,47.562909912216284
Antioquia,Bogotá,Urban,House,Owned,45.2090939390998,5,1,1,33,Low,1,1,3,3,2,Male,64,University,Unemployed,2.373971855016413,74.44244941806264,Yes,Yes,Yes,Yes,0.622968712047118,Yes,576948.9522000564,2584508.5825751224,10.08414711716523
Risaralda,Bogotá,Rural,Apartment,Rented,241.94154482359096,5,2,2,57,Medium,2,4,2,2,1,Male,36,Primary,Informal,10.36178981559878,36.779117642810945,Yes,Yes,Yes,Yes,0.0502407029979431,Yes,740715.8826512301,1907701.308028166,225.25179417990893
Cundinamarca,Barranquilla,Urban,Apartment,Owned,44.34609303261794,5,3,2,47,Low,0,2,7,4,2,Male,20,University,Informal,11.714767508243124,56.00159224103051,Yes,Yes,No,Yes,0.1357954302901793,Yes,3050771.6490959753,3316517.4911045455,32.24613837263847
Santander,Medellín,Urban,House,Family,75.64389800169835,2,3,1,67,Low,1,2,1,1,2,Male,30,Primary,Formal,2.8580452818294644,34.436550431933796,Yes,Yes,Yes,Yes,0.45679391615390136,No,750760.9050478359,2652746.7443984267,124.72287754746549
Cundinamarca,Manizales,Urban,Apartment,Owned,91.7365922790747,3,1,1,5,Low,1,1,6,3,2,Male,23,University,Unemployed,2.543176937270254,75.27648046530642,Yes,Yes,Yes,Yes,0.40930768182845484,No,3942784.0402791114,626049.8369480169,103.0050281386509
Antioquia,Bogotá,Rural,Farm,Owned,226.59073012766788,1,2,2,2,Medium,2,5,2,1,0,Female,64,University,Formal,4.7486713471450575,86.48074641383343,Yes,Yes,Yes,Yes,0.30265506991628616,Yes,2275340.383640262,14978011.351359034,261.9896977279844
Santander,Manizales,Rural,Farm,Owned,54.02587903877647,3,2,3,57,Medium,1,3,6,0,0,Female,32,Primary,Informal,44.04870788858774,90.81779721170815,Yes,Yes,Yes,No,0.23127754702756254,Yes,2685264.8264385117,3012166.3944216967,114.3516802156931
Cundinamarca,Barranquilla,Urban,Farm,Family,57.37605073774631,2,3,3,22,Low,2,2,1,1,1,Female,40,Postgraduate,Unemployed,8.066609042939628,59.457930894891824,Yes,Yes,Yes,Yes,0.5009686948913756,No,3348977.6911288733,2878976.718105723,42.71835521974274
Valle del Cauca,Bogotá,Urban,Farm,Family,66.23641153548573,3,2,2,56,High,1,6,2,0,2,Male,59,Secondary,Informal,7.558262364718836,93.71512452157904,Yes,Yes,Yes,Yes,0.5681662295233901,Yes,4248127.852729429,9340821.757454082,134.69017647066025
Antioquia,Cali,Urban,Apartment,Rented,33.05242830225182,4,3,3,0,Medium,2,2,5,3,0,Female,51,Primary,Formal,7.502573263407473,66.7839700085804,No,Yes,Yes,Yes,0.16139474636624582,Yes,6214851.5544269495,3019521.4340020823,52.076856230279255
Antioquia,Bogotá,Urban,Farm,Rented,167.32646150708422,1,3,1,2,Low,0,1,2,4,2,Male,45,Primary,Informal,1.642976199309874,52.057294276808015,Yes,Yes,Yes,Yes,0.21610378036488104,No,4983110.128384989,1886818.078600279,130.03197192840736
Antioquia,Pereira,Urban,Apartment,Rented,41.08158377431032,4,2,1,22,Low,0,1,1,4,2,Female,70,Postgraduate,Formal,7.162062469810319,95.11627694363462,Yes,No,Yes,Yes,0.20805287104177095,Yes,223222.92390259262,4013988.62192908,29.12481563627342
Valle del Cauca,Cartagena,Urban,House,Rented,78.07918817647429,4,1,3,0,Low,2,4,7,4,0,Female,20,Secondary,Unemployed,22.869749911546794,47.73069189898534,No,Yes,Yes,Yes,0.49355655966628303,Yes,3795409.0100990166,1998746.2891212173,103.14783823884565
Valle del Cauca,Cartagena,Urban,Farm,Owned,47.760172776145936,3,2,3,4,Medium,0,1,1,0,0,Female,40,University,Unemployed,14.259894168361738,57.91161811597893,Yes,Yes,Yes,Yes,0.41438403636578847,No,1293738.578460855,1146230.7262877563,39.65363507839387
Atlántico,Bogotá,Urban,House,Family,92.32782417533139,4,2,2,27,High,0,1,4,1,2,Male,31,Secondary,Informal,5.4166197542712835,31.530740975435435,Yes,No,Yes,Yes,0.13513373988941416,No,544986.1666996002,1813680.1455547689,113.95126818169055
Bolívar,Bucaramanga,Urban,Farm,Family,36.54032075430734,1,1,1,68,High,1,2,5,3,1,Male,28,Primary,Informal,13.786514769954897,53.62811657254244,Yes,Yes,Yes,Yes,0.21552471806717938,Yes,1803781.3096428993,1603447.5508113976,-1.117628283407278
Risaralda,Cali,Rural,House,Owned,107.60621659180046,4,2,3,43,High,0,2,7,4,1,Female,71,University,Formal,2.8027834251477,39.182091352069534,Yes,Yes,Yes,Yes,0.19440222924369754,Yes,1960065.6702478644,5026273.272657912,82.52390887042554
Cundinamarca,Medellín,Urban,House,Rented,104.65466540388377,2,3,3,12,Low,2,2,7,3,1,Female,66,Postgraduate,Formal,5.245465097944479,37.688667901746435,Yes,No,Yes,Yes,0.21272360556043718,No,1398155.8038828673,7514076.193800408,93.539668224216
Atlántico,Bogotá,Urban,House,Family,46.436379534918025,1,2,3,24,Medium,2,1,3,3,1,Male,55,Secondary,Informal,6.415564696161168,75.5769627102777,Yes,Yes,Yes,Yes,0.2375987075569768,Yes,758373.7546764413,807394.0113316444,58.548214187261834
Cundinamarca,Manizales,Urban,House,Owned,170.9707956047569,2,3,3,28,High,0,1,1,3,2,Female,65,Primary,Informal,6.372220169099193,61.18686403474884,No,Yes,Yes,Yes,0.4914478120479782,Yes,478509.78742796084,654878.7275784381,161.91954864740217
Risaralda,Medellín,Urban,House,Owned,227.3064020424988,2,1,1,0,High,2,4,5,0,0,Female,72,Secondary,Informal,10.26979509051582,70.0354087680883,Yes,No,Yes,Yes,0.19458483377935049,No,315975.04825601354,5143569.415002927,183.56430921420835
Bolívar,Cali,Urban,Apartment,Rented,115.27062519745,5,2,2,65,Low,1,3,7,1,0,Female,28,Primary,Formal,8.260885268297269,49.47054352938228,Yes,Yes,Yes,Yes,0.17490017982279324,No,603106.2377350478,5018882.347544099,103.47594131707906
Valle del Cauca,Bogotá,Urban,Apartment,Rented,101.17361977816633,5,2,1,33,Medium,1,2,6,4,0,Female,61,Postgraduate,Formal,2.3642358824375616,41.08923069119058,Yes,Yes,Yes,Yes,0.3774094760624453,No,1559988.7876597878,9953647.085979067,96.23302690937788
Bolívar,Bucaramanga,Urban,Farm,Family,29.401622873681255,2,1,2,58,Low,2,1,4,1,2,Female,41,Postgraduate,Formal,14.511417355168206,66.54358761019417,Yes,Yes,Yes,Yes,0.29256884099525754,Yes,639949.427391041,3868668.272996576,41.681660892554476
Valle del Cauca,Barranquilla,Urban,Apartment,Family,84.3622726212973,4,1,3,64,Low,0,5,1,4,1,Female,22,Secondary,Formal,8.325319461309833,59.53223382719078,No,Yes,Yes,Yes,0.39249209820380254,No,327014.3812575374,10651790.994170163,176.45506018537031
Risaralda,Bucaramanga,Urban,House,Rented,103.98202437599245,2,3,3,21,High,1,1,5,0,2,Female,21,Primary,Informal,19.93586139559745,86.4433495263878,No,Yes,Yes,Yes,0.1357067191270127,Yes,548224.1985478424,829500.6624599582,70.18186627383103
Bolívar,Pereira,Urban,Apartment,Family,47.4685080836136,2,1,2,52,Medium,1,3,5,2,1,Female,51,Secondary,Informal,19.970187965978397,69.0054063191464,Yes,Yes,Yes,Yes,0.45305872345490605,No,3386093.0850707022,4419871.557922564,63.524398786770355
Atlántico,Bucaramanga,Rural,Apartment,Rented,21.195565697143156,5,3,3,30,High,0,3,2,0,1,Female,76,Secondary,Formal,1.0277121602337769,62.05760119937701,Yes,Yes,Yes,Yes,0.20805314739932,No,194403.34407859258,5740973.589131504,30.640285181793146
Santander,Manizales,Urban,House,Owned,10.648101774429627,3,1,1,65,Low,0,5,4,1,0,Male,79,University,Informal,21.922017951690748,56.77342753348307,Yes,Yes,Yes,Yes,0.47366529583438954,No,1472652.298897292,10357033.548049675,66.37940935663575
Atlántico,Barranquilla,Urban,Apartment,Owned,27.51510482542986,3,3,2,2,High,1,1,4,4,0,Male,29,Secondary,Informal,7.611052925019861,75.72775655207896,Yes,Yes,Yes,Yes,0.018328443009658756,Yes,1376460.514324711,1533063.0812838553,59.814006988998436
Cundinamarca,Pereira,Urban,House,Owned,113.42219057549096,3,1,3,45,Medium,0,2,2,1,0,Female,54,Secondary,Informal,6.575711446283831,51.93308348857323,Yes,Yes,Yes,Yes,0.28554801890634013,Yes,3171107.7954329075,2326898.6639182675,122.74567326737896
Atlántico,Barranquilla,Rural,Apartment,Family,53.59919482124279,2,3,3,43,Low,2,6,5,1,1,Female,47,Primary,Informal,4.355779879556509,36.47655430599568,Yes,Yes,No,Yes,0.12825442925264335,No,1948352.0776521147,5337980.385421924,107.06617571769218
Risaralda,Cartagena,Urban,House,Rented,180.33770337836884,2,3,3,40,Low,1,3,2,0,2,Female,73,Secondary,Unemployed,19.95006751312236,77.19770745496471,Yes,Yes,Yes,Yes,0.14509184799594269,Yes,884799.3645884405,1135096.2840521648,149.43256041898883
Antioquia,Barranquilla,Urban,Farm,Owned,56.68193718034276,4,2,2,12,Medium,0,2,2,1,1,Male,78,University,Formal,8.726124596766816,45.877665246147686,No,Yes,Yes,Yes,0.16321748130143768,No,1043411.350197125,5552960.054831561,76.41673210529926
Cundinamarca,Bogotá,Rural,Apartment,Owned,57.54229756834122,5,3,1,9,Medium,0,2,5,0,0,Female,67,Primary,Formal,8.268457644314562,35.221714029889476,Yes,No,Yes,Yes,0.10517195586927776,No,2854986.0592605807,2592419.9847915955,83.35808683175038
Bolívar,Medellín,Urban,Farm,Family,90.74464012686873,2,2,1,61,Low,1,1,6,1,0,Female,62,Secondary,Informal,4.165103371565229,92.50320786182483,Yes,Yes,Yes,Yes,0.49241373049590337,Yes,1326827.5824596568,1909723.594333328,107.40701445832698
Cundinamarca,Cartagena,Urban,House,Family,37.83933860495957,1,2,3,5,High,0,1,3,2,1,Male,23,Secondary,Formal,2.471537921232749,58.45331794015223,Yes,Yes,Yes,Yes,0.07172725177006498,No,773127.2716918546,2105497.541070392,52.70187360026342
Santander,Cartagena,Urban,House,Owned,43.94161013994848,1,1,2,68,Medium,0,4,1,3,2,Male,56,University,Formal,16.016144056706057,53.18247439641692,Yes,Yes,Yes,No,0.43195086688339296,Yes,440441.9938889006,13016981.549345374,86.79384072974887
Valle del Cauca,Medellín,Rural,Farm,Family,64.54291711700797,5,2,2,49,Medium,0,1,5,2,2,Male,60,Secondary,Unemployed,3.7001760315744807,60.40436586674025,Yes,No,Yes,Yes,0.028152507822640782,Yes,783507.7100959767,468292.13569093426,68.93257395535124
Bolívar,Manizales,Urban,House,Family,115.9542273633612,1,3,2,38,Medium,1,1,2,4,2,Male,30,University,Informal,13.710645475777707,51.24776469823796,Yes,Yes,Yes,Yes,0.054265868048729765,No,467087.97998996987,1973286.1141704738,63.740732818498294
Caldas,Cartagena,Urban,House,Family,10.047372185672927,1,1,3,42,Medium,2,2,6,0,2,Male,41,Secondary,Formal,1.1073359929464677,43.26894999026888,Yes,Yes,Yes,Yes,0.1227080769596198,Yes,7898330.289835984,2998903.387968354,43.608851127061236
Cundinamarca,Barranquilla,Urban,House,Family,132.55618357891277,5,3,1,41,Low,0,4,4,3,2,Male,68,Secondary,Informal,2.5296124505865154,71.11824271801837,Yes,Yes,Yes,Yes,0.21180369698502574,Yes,3962858.1031796844,4597937.296456479,150.0298117590209
Bolívar,Bucaramanga,Urban,House,Rented,90.48738250340247,2,2,2,39,Low,1,2,5,1,1,Female,50,Secondary,Formal,11.783928269541198,44.818876688327535,Yes,Yes,Yes,Yes,0.218315412339817,No,632028.1207858924,3635368.464770527,75.21710121991381
Bolívar,Cali,Urban,House,Family,52.84040857149222,2,2,1,4,Medium,1,1,4,0,1,Male,61,Primary,Unemployed,3.6271454551935074,65.73953124557693,Yes,Yes,Yes,No,0.22797712262627867,Yes,2448417.192357872,-1068339.8142676102,59.75571505724232
Bolívar,Manizales,Urban,House,Family,63.01526669303903,4,2,2,66,Medium,2,3,3,4,0,Male,66,Postgraduate,Formal,28.642490687342928,70.43572423644018,Yes,No,Yes,Yes,0.05760521073569629,No,4911108.5518772,10445043.782526998,70.88548833073897
Valle del Cauca,Barranquilla,Urban,House,Rented,145.68398313493333,2,2,2,60,Low,0,2,3,2,1,Male,79,Secondary,Formal,3.0571545609086446,93.90842960620654,No,Yes,Yes,Yes,0.4980625935436465,Yes,2092470.1154700979,4468080.323571344,120.11858577297191
Caldas,Pereira,Urban,House,Family,397.692676816503,1,3,1,14,Medium,1,2,6,1,0,Male,51,Secondary,Informal,3.901353448936903,40.92111439874289,No,Yes,Yes,Yes,0.17767482175199287,Yes,1261126.6532589528,2083629.9588861987,300.33931678343447
Risaralda,Pereira,Urban,Farm,Family,223.23953697006033,1,3,2,9,Medium,0,5,3,4,0,Male,57,Secondary,Formal,6.717252095875034,98.13068528307636,Yes,Yes,Yes,Yes,0.3436556923252247,Yes,2906370.8970368174,10845324.536570314,225.5345008036249
Atlántico,Bucaramanga,Rural,Apartment,Owned,92.4461717972216,4,1,1,0,High,0,1,7,0,0,Female,53,Secondary,Formal,6.943626781476516,93.85980596457699,Yes,Yes,Yes,Yes,0.23004428978658203,Yes,1137027.9316418439,1718279.5900422721,121.50408068458577
Bolívar,Manizales,Urban,House,Owned,149.39987845809597,5,1,2,62,Medium,1,2,7,4,1,Female,30,Primary,Formal,4.768478915139577,60.369965797233405,Yes,Yes,Yes,Yes,0.030294170579475903,No,1535235.3326656795,3137403.1686855545,95.12725634485241
Antioquia,Manizales,Rural,Farm,Owned,127.57513481735248,1,3,1,15,Low,2,5,1,3,0,Male,36,Primary,Formal,5.502358499851505,94.67696977162393,Yes,Yes,Yes,Yes,0.14303546462256153,No,1568695.3231047231,7096894.873807402,198.69639843895558
Risaralda,Bucaramanga,Urban,House,Rented,110.67664327999314,2,3,3,27,Low,1,4,7,3,0,Female,56,University,Formal,18.937766616759237,88.84004676899835,No,No,Yes,Yes,0.14144893558115573,Yes,1091066.5546252546,10687908.063527526,164.9161282350896
Santander,Manizales,Urban,Apartment,Family,91.23544759353649,2,2,2,36,Medium,0,2,3,1,0,Female,79,Primary,Informal,15.929680891544933,53.441240866813956,No,No,Yes,Yes,0.07598926595140883,Yes,1485055.5388885313,1536235.0301464533,82.62142849897099
Valle del Cauca,Cartagena,Urban,House,Rented,138.00209929682646,2,2,2,53,Low,2,1,2,4,0,Female,39,University,Formal,1.459249599076637,95.31959426352458,Yes,Yes,Yes,Yes,0.26184670026327245,Yes,1233879.636073915,2602459.9559744713,128.37047857990368
Cundinamarca,Bogotá,Urban,Farm,Rented,69.39309532460904,1,1,1,10,Medium,1,5,3,1,0,Female,67,Primary,Formal,2.5646475958871546,34.00732996351572,Yes,Yes,Yes,Yes,0.46819065443514923,No,1327807.4778127233,8820375.34367808,165.2301012382192
Valle del Cauca,Bogotá,Rural,Farm,Family,92.2099494816697,3,1,1,36,Medium,0,1,1,0,2,Female,54,University,Formal,40.328473985245,41.47618384093175,Yes,Yes,Yes,Yes,0.4114145175415251,Yes,3915618.6968985614,2893534.4752740953,6.716260303634627
Cundinamarca,Manizales,Rural,Apartment,Family,229.35341434785357,1,1,1,37,High,0,2,3,4,1,Female,63,Secondary,Formal,38.300951509554736,71.3955860494136,Yes,Yes,Yes,Yes,0.19896979651296576,No,3135852.215720822,3065324.9182985444,187.53983820932368
Valle del Cauca,Cartagena,Urban,House,Owned,168.7686674662067,1,3,1,33,Medium,1,2,5,0,0,Female,32,Primary,Informal,0.810300907691351,30.54956743926767,No,No,Yes,Yes,0.37413313316116725,No,2427144.3130711564,2388056.291703336,147.18530243510224
Cundinamarca,Cartagena,Urban,Farm,Family,122.92270437688606,3,1,3,21,Low,2,1,4,0,1,Male,44,University,Formal,13.0781125345176,82.88710799738413,Yes,Yes,Yes,Yes,0.3676699673522276,Yes,835048.5871184727,3634664.2170078577,138.73815046629608
Bolívar,Medellín,Urban,Apartment,Rented,117.00029387015574,3,3,2,54,Medium,1,1,2,4,2,Female,50,Secondary,Formal,11.469772411088922,75.20395101009296,Yes,Yes,Yes,Yes,0.3184017853728815,No,137706.76075299128,2040391.2312910908,54.06189099944602
Atlántico,Medellín,Urban,Apartment,Owned,195.28369615275616,2,3,2,3,Medium,0,2,2,0,0,Female,35,Primary,Unemployed,10.004387767066934,93.57898255188695,Yes,Yes,Yes,Yes,0.33809368589855476,No,3160266.1799186757,737075.0115103056,178.52608822443514
Cundinamarca,Cali,Urban,House,Rented,134.55953045556984,2,1,2,43,Low,0,2,3,3,0,Female,40,University,Formal,23.176776808881897,67.91693598053737,Yes,Yes,No,Yes,0.20348242103174352,Yes,3143237.9273633156,5574224.793520931,54.82210046908352
Caldas,Cali,Urban,Farm,Family,88.9330092397419,2,3,3,4,High,1,6,1,1,2,Male,29,University,Formal,5.619321951569974,86.99603516377165,Yes,Yes,Yes,Yes,0.11292789279155997,No,2222268.190280661,14360859.634109538,165.73104266205127
Cundinamarca,Cali,Urban,House,Owned,67.42346240481346,1,3,1,55,Low,1,3,7,1,0,Female,52,University,Informal,17.32340996761817,30.77051004498759,Yes,No,Yes,Yes,0.32856840217319006,Yes,640859.681694573,5541532.861745848,12.314082208913888
Antioquia,Cali,Urban,House,Family,171.02454899450515,5,1,3,18,High,2,5,4,1,1,Female,61,Secondary,Unemployed,11.281884421354057,57.684505134349784,No,Yes,Yes,No,0.09934854186952088,No,2485626.1723180255,1702470.4883886243,212.04648002436568
Cundinamarca,Bucaramanga,Rural,House,Owned,60.75513203759061,4,1,2,14,Low,0,1,1,1,0,Male,58,Primary,Informal,4.075887847764916,52.15257994735741,No,No,Yes,Yes,0.3399389945884187,Yes,2234999.325583282,1463128.2427045456,69.95088946252228
Antioquia,Bucaramanga,Rural,Farm,Owned,91.81138004613193,5,1,2,50,Medium,0,1,3,3,2,Female,65,University,Formal,8.972331623099578,35.41783507375923,Yes,Yes,Yes,No,0.23364254373766072,Yes,1980285.670072367,3444261.5964896474,119.57724268548745
Santander,Medellín,Urban,Apartment,Owned,76.94113046497479,3,1,1,24,Low,1,1,6,4,2,Male,69,Primary,Informal,15.757160437355326,38.38912975691049,Yes,Yes,Yes,Yes,0.39127213164467534,No,2057907.6620640885,358053.92566482374,57.595459153676856
Bolívar,Bogotá,Rural,House,Family,94.963937077733,1,2,1,52,High,0,2,6,4,1,Male,50,Secondary,Formal,12.147417815237379,99.64963177013755,Yes,Yes,Yes,Yes,0.570633360073811,No,485306.4897792032,4434994.136772864,139.61434422727223
Antioquia,Cartagena,Urban,House,Owned,108.75388359027119,1,2,3,66,High,0,5,1,0,2,Male,34,Secondary,Formal,5.617708714537821,33.789565071715984,Yes,Yes,Yes,No,0.2422604806575467,No,1312988.971668804,8766937.021031447,148.24333179124665
Atlántico,Pereira,Urban,Farm,Owned,99.85184040171217,4,2,2,43,High,1,2,4,0,1,Male,28,Primary,Formal,10.295396372925472,67.98448562840166,Yes,Yes,Yes,Yes,0.5070099747954415,Yes,1554661.7563963893,4248387.580430462,124.38111931682673
Risaralda,Bogotá,Urban,House,Family,33.758162874457746,5,1,3,37,Medium,1,3,4,3,0,Male,31,Secondary,Informal,10.846096173459793,51.16607885852865,Yes,Yes,Yes,Yes,0.3220947404858275,Yes,2781614.892265668,3352920.07469299,36.16622690535314
Bolívar,Barranquilla,Urban,Apartment,Rented,57.14936187731072,3,2,2,60,Low,0,5,1,2,2,Male,68,University,Formal,3.754232243051377,97.43869441065006,Yes,Yes,Yes,Yes,0.6734064184493079,Yes,2056481.9852923378,18352226.09830726,95.56369723300068
Antioquia,Bucaramanga,Urban,House,Family,54.551464128297994,4,1,1,68,Low,2,3,7,4,0,Female,65,University,Formal,4.467810341636959,53.124355674139494,Yes,Yes,No,Yes,0.4474308791968744,No,178579.69981889165,9888223.526484778,92.08481605237543
Bolívar,Cali,Rural,Apartment,Family,82.8018244075117,1,2,1,45,Medium,1,3,7,0,1,Female,36,Primary,Informal,14.892626880748118,54.041694005901476,Yes,Yes,Yes,No,0.09754472152902217,Yes,1475287.0024775856,2339144.972285237,106.40777027164671
Caldas,Cali,Rural,House,Owned,51.92846248564943,4,3,2,59,Medium,1,3,3,3,0,Female,42,University,Formal,23.07431526465349,68.25754569901086,Yes,Yes,Yes,No,0.16905007546842904,Yes,684033.022382391,7770345.048796165,62.19818346462638
Bolívar,Barranquilla,Urban,House,Family,141.29120961374792,2,1,1,31,Medium,2,2,4,4,1,Male,54,Primary,Informal,14.97574981093672,41.16890669683203,Yes,Yes,Yes,No,0.38534708660832906,Yes,1487993.8887709458,2053334.6282511703,136.12652663022237
Bolívar,Bogotá,Urban,House,Family,76.4318894219493,5,2,2,22,Medium,0,2,1,3,0,Female,51,University,Formal,15.728654354260506,93.32279567895546,No,No,Yes,Yes,0.2585526211489238,No,4138491.467550818,5975597.454158121,90.88334244663987
Santander,Cali,Urban,Apartment,Family,163.01661798745826,3,2,1,18,Low,0,4,1,4,2,Female,60,Secondary,Informal,28.311336489387926,81.75287652326426,Yes,Yes,Yes,Yes,0.33599535455946916,No,2235062.6653350457,5891714.997261331,166.74415773757255
Atlántico,Bogotá,Urban,House,Owned,40.44860037039526,2,1,1,26,Medium,2,2,2,3,0,Female,22,Primary,Informal,3.418049899272557,91.84077733840684,No,No,Yes,Yes,0.5428035845879609,Yes,891667.3158010754,1761799.7974813296,-0.48638778198198196
Valle del Cauca,Cartagena,Urban,House,Family,63.379218396614796,5,3,3,33,Medium,2,2,4,1,2,Female,57,Postgraduate,Informal,40.28953345636665,98.96697170357038,Yes,No,Yes,Yes,0.04108558799208409,Yes,1179218.4983079277,4787817.011696309,50.061502704014984
Valle del Cauca,Barranquilla,Urban,House,Owned,65.59543538210727,2,2,1,65,Medium,2,1,2,2,0,Female,60,University,Formal,1.9029358983540492,98.66644955765231,Yes,Yes,Yes,Yes,0.3734788361445253,Yes,1970356.4328846657,2772884.240555179,40.19432873225331
